"","id","scen","G","U1","U2","R","T","B","U3","source"
"4217",18,1,11,9,10,4,4,2,9,"Flyers"
"4418",19,1,10,10,6,1,1,2,4,"Flyers"
"4518",20,1,11,10,7,8,10,2,9,"Flyers"
"4618",21,1,11,8,5,9,8,2,8,"Flyers"
"4717",22,1,11,7,3,9,2,1,4,"Flyers"
"5122",23,1,11,11,6,11,1,2,11,"Flyers"
"5220",24,1,10,10,8,4,7,2,7,"Flyers"
"5318",25,1,10,8,6,10,6,2,8,"Flyers"
"5417",26,1,11,9,6,11,6,1,6,"Flyers"
"5617",27,1,11,9,8,9,9,1,9,"Flyers"
"5717",28,1,11,8,4,6,3,2,5,"Flyers"
"6018",29,1,11,9,8,7,7,1,7,"Flyers"
"6219",30,1,11,9,7,9,8,2,8,"Flyers"
"6318",31,1,11,9,6,3,4,2,7,"Flyers"
"6417",32,1,11,8,7,10,8,2,8,"Flyers"
"6618",33,1,11,10,6,8,4,2,6,"Flyers"
"6718",34,1,11,10,8,9,8,1,9,"Flyers"
"6918",35,1,11,9,7,5,6,2,9,"Flyers"
"70",36,1,4,4,4,5,4,1,4,"Flyers"
"7220",37,1,11,10,8,10,8,2,7,"Flyers"
"7317",38,1,11,8,6,8,8,1,8,"Flyers"
"4112",1,2,4,4,4,4,4,1,4,"Flyers"
"10122",2,2,3,1,10,10,10,1,3,"Flyers"
"11112",3,2,8,8,10,10,10,1,8,"Flyers"
"12111",4,2,7,7,8,6,5,1,6,"Flyers"
"13122",5,2,4,4,8,8,8,1,5,"Flyers"
"14119",6,2,8,5,11,11,11,1,8,"Flyers"
"15118",7,2,9,5,8,8,6,1,7,"Flyers"
"16110",8,2,8,4,11,11,11,1,5,"Flyers"
"1718",9,2,1,2,10,9,10,1,1,"Flyers"
"2019",10,2,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"22110",11,2,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2319",12,2,1,1,4,7,1,1,1,"Flyers"
"2419",13,2,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2619",14,2,9,5,10,9,9,1,5,"Flyers"
"3618",15,2,8,6,8,8,6,1,6,"Flyers"
"3818",16,2,1,2,9,6,6,1,2,"Flyers"
"3918",17,2,7,7,10,10,9,1,6,"Flyers"
"4218",18,2,8,8,8,8,7,1,8,"Flyers"
"4419",19,2,4,8,9,7,7,1,6,"Flyers"
"4519",20,2,10,9,9,9,8,1,9,"Flyers"
"4619",21,2,8,8,11,11,11,1,8,"Flyers"
"4718",22,2,11,6,6,4,5,1,6,"Flyers"
"51111",23,2,1,4,11,11,11,1,6,"Flyers"
"52110",24,2,9,6,6,8,8,1,6,"Flyers"
"5319",25,2,8,5,8,9,9,1,6,"Flyers"
"5418",26,2,6,6,11,11,11,1,6,"Flyers"
"5618",27,2,6,6,8,8,9,1,7,"Flyers"
"5718",28,2,6,6,8,6,6,1,4,"Flyers"
"6019",29,2,5,5,4,2,2,1,4,"Flyers"
"62110",30,2,8,5,9,8,8,1,5,"Flyers"
"6319",31,2,9,5,6,4,3,1,4,"Flyers"
"6418",32,2,7,7,9,7,8,1,8,"Flyers"
"6619",33,2,7,4,10,9,9,1,8,"Flyers"
"6719",34,2,9,9,9,9,9,1,9,"Flyers"
"6919",35,2,2,2,8,8,8,1,7,"Flyers"
"701",36,2,11,8,11,11,11,1,7,"Flyers"
"72110",37,2,3,6,9,8,8,1,6,"Flyers"
"7318",38,2,6,7,8,9,8,1,7,"Flyers"
"4318",1,3,11,1,3,1,2,2,1,"Flyers"
"10219",2,3,11,3,7,4,9,1,6,"Flyers"
"11217",3,3,11,3,8,8,8,1,7,"Flyers"
"12217",4,3,11,4,2,3,3,2,7,"Flyers"
"13219",5,3,11,1,1,1,1,2,1,"Flyers"
"14217",6,3,11,9,7,7,7,2,6,"Flyers"
"15217",7,3,10,7,4,6,5,2,1,"Flyers"
"1622",8,3,11,1,4,1,6,1,1,"Flyers"
"1721",9,3,11,9,4,3,4,2,5,"Flyers"
"2022",10,3,11,6,6,6,6,2,6,"Flyers"
"2222",11,3,11,2,6,1,6,2,1,"Flyers"
"2322",12,3,11,3,6,1,4,2,3,"Flyers"
"2422",13,3,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2622",14,3,11,10,9,9,9,2,5,"Flyers"
"3621",15,3,11,3,4,11,11,2,2,"Flyers"
"3821",16,3,11,2,3,1,1,2,2,"Flyers"
"3921",17,3,11,1,4,6,6,1,2,"Flyers"
"4221",18,3,11,7,8,8,8,1,6,"Flyers"
"4422",19,3,11,1,6,3,3,2,2,"Flyers"
"4522",20,3,11,8,7,7,7,1,8,"Flyers"
"4622",21,3,11,4,11,11,11,1,9,"Flyers"
"4721",22,3,11,1,3,1,4,2,1,"Flyers"
"5123",23,3,11,6,6,6,6,2,1,"Flyers"
"5222",24,3,10,4,8,6,8,1,3,"Flyers"
"5322",25,3,10,7,7,7,7,2,1,"Flyers"
"5421",26,3,11,4,6,6,6,2,1,"Flyers"
"5621",27,3,10,2,8,8,8,1,3,"Flyers"
"5721",28,3,11,1,3,1,1,2,1,"Flyers"
"6022",29,3,11,8,1,1,1,2,1,"Flyers"
"6222",30,3,11,7,4,4,4,2,3,"Flyers"
"6322",31,3,11,1,6,1,6,2,1,"Flyers"
"6421",32,3,11,10,4,4,5,2,4,"Flyers"
"6622",33,3,11,6,6,3,3,2,1,"Flyers"
"6722",34,3,10,10,9,9,9,1,4,"Flyers"
"6922",35,3,11,2,1,1,5,2,2,"Flyers"
"702",36,3,6,1,7,11,11,1,1,"Flyers"
"7222",37,3,11,6,6,2,3,2,1,"Flyers"
"7321",38,3,11,5,9,9,8,2,8,"Flyers"
"4817",1,4,3,3,1,1,1,2,3,"Flyers"
"10317",2,4,3,8,10,5,9,2,1,"Flyers"
"11317",3,4,1,5,6,6,6,1,8,"Flyers"
"1235",4,4,11,5,10,9,9,1,9,"Flyers"
"13317",5,4,1,4,3,4,3,1,4,"Flyers"
"1439",6,4,6,11,7,7,9,2,11,"Flyers"
"1538",7,4,7,9,8,8,9,1,9,"Flyers"
"1632",8,4,6,11,8,1,8,2,11,"Flyers"
"1731",9,4,1,4,6,8,9,1,6,"Flyers"
"2032",10,4,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2232",11,4,1,11,6,11,11,1,11,"Flyers"
"2332",12,4,1,3,6,4,8,1,2,"Flyers"
"2432",13,4,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2632",14,4,3,1,1,11,11,1,4,"Flyers"
"3631",15,4,11,11,1,6,6,1,6,"Flyers"
"3831",16,4,1,6,3,1,6,2,6,"Flyers"
"3931",17,4,2,11,11,6,11,1,11,"Flyers"
"4231",18,4,7,8,4,5,5,1,7,"Flyers"
"4432",19,4,1,8,4,3,9,1,6,"Flyers"
"4532",20,4,4,4,6,5,5,1,6,"Flyers"
"4632",21,4,1,11,6,8,8,1,11,"Flyers"
"4731",22,4,3,6,3,6,6,1,8,"Flyers"
"5132",23,4,1,6,6,6,6,1,6,"Flyers"
"5232",24,4,1,3,6,2,6,2,1,"Flyers"
"5332",25,4,1,3,1,1,1,2,1,"Flyers"
"5431",26,4,1,1,1,1,1,2,1,"Flyers"
"5631",27,4,3,3,1,3,3,2,1,"Flyers"
"5731",28,4,1,6,6,9,10,1,6,"Flyers"
"6032",29,4,4,4,6,5,7,1,5,"Flyers"
"6232",30,4,2,2,8,6,6,1,3,"Flyers"
"6332",31,4,9,9,6,4,5,1,9,"Flyers"
"6431",32,4,4,6,4,5,7,1,4,"Flyers"
"6632",33,4,10,10,2,1,1,2,8,"Flyers"
"6732",34,4,5,9,9,9,11,1,10,"Flyers"
"6932",35,4,2,2,5,7,6,1,8,"Flyers"
"703",36,4,1,1,2,4,4,1,7,"Flyers"
"7232",37,4,3,10,3,2,6,2,9,"Flyers"
"7331",38,4,8,8,7,8,8,2,8,"Flyers"
"4917",1,5,11,4,4,11,4,1,4,"Flyers"
"10417",2,5,11,3,11,9,11,1,5,"Flyers"
"11417",3,5,11,8,11,11,11,1,10,"Flyers"
"12417",4,5,11,6,11,11,11,1,8,"Flyers"
"13417",5,5,11,8,10,11,10,1,9,"Flyers"
"14416",6,5,11,9,11,8,11,1,11,"Flyers"
"1541",7,5,11,10,11,9,9,1,10,"Flyers"
"1642",8,5,11,2,11,11,11,2,11,"Flyers"
"1741",9,5,11,9,11,11,11,1,10,"Flyers"
"2042",10,5,11,9,11,9,9,1,11,"Flyers"
"2242",11,5,11,1,11,11,11,1,11,"Flyers"
"2342",12,5,11,9,11,10,11,1,10,"Flyers"
"2442",13,5,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2642",14,5,11,11,3,9,11,1,10,"Flyers"
"3641",15,5,11,6,11,11,11,1,9,"Flyers"
"3841",16,5,11,6,11,11,11,1,7,"Flyers"
"3941",17,5,11,8,4,6,11,1,8,"Flyers"
"4241",18,5,11,8,11,10,11,1,8,"Flyers"
"4442",19,5,11,5,11,9,11,1,8,"Flyers"
"4542",20,5,11,10,10,10,10,1,9,"Flyers"
"4642",21,5,11,8,11,11,11,1,9,"Flyers"
"4741",22,5,11,3,11,10,11,1,3,"Flyers"
"5142",23,5,11,6,11,11,11,1,11,"Flyers"
"5242",24,5,11,9,10,4,10,1,10,"Flyers"
"5342",25,5,11,7,4,9,11,2,6,"Flyers"
"5441",26,5,11,9,11,11,11,1,10,"Flyers"
"5641",27,5,11,9,11,10,10,1,11,"Flyers"
"5741",28,5,11,9,11,8,11,1,9,"Flyers"
"6042",29,5,11,6,7,8,8,1,8,"Flyers"
"6242",30,5,11,8,11,10,10,1,9,"Flyers"
"6342",31,5,11,8,11,11,11,1,10,"Flyers"
"6441",32,5,11,6,11,11,11,1,10,"Flyers"
"6642",33,5,11,8,11,3,11,1,10,"Flyers"
"6742",34,5,11,9,11,8,11,1,11,"Flyers"
"6942",35,5,11,5,11,6,8,1,8,"Flyers"
"704",36,5,11,11,11,11,11,1,11,"Flyers"
"7242",37,5,11,11,11,11,11,1,10,"Flyers"
"7341",38,5,11,5,8,7,8,1,8,"Flyers"
"4102",1,6,11,6,11,4,4,1,11,"Flyers"
"10517",2,6,11,10,10,8,8,1,10,"Flyers"
"11517",3,6,11,11,6,6,4,1,5,"Flyers"
"12517",4,6,11,8,10,3,3,2,9,"Flyers"
"13517",5,6,10,9,6,3,3,2,9,"Flyers"
"14516",6,6,11,11,6,3,3,1,11,"Flyers"
"1551",7,6,9,9,8,5,3,2,9,"Flyers"
"1652",8,6,11,11,9,3,4,2,11,"Flyers"
"1751",9,6,11,11,10,1,1,2,11,"Flyers"
"2052",10,6,11,11,9,6,6,1,9,"Flyers"
"2252",11,6,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2352",12,6,11,9,10,4,3,2,9,"Flyers"
"2452",13,6,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2652",14,6,11,9,10,7,9,1,9,"Flyers"
"3651",15,6,11,11,9,4,6,2,11,"Flyers"
"3851",16,6,11,10,10,1,6,2,10,"Flyers"
"3951",17,6,11,11,6,6,8,1,11,"Flyers"
"4251",18,6,11,9,7,6,7,1,9,"Flyers"
"4452",19,6,11,9,6,4,6,1,9,"Flyers"
"4552",20,6,11,10,8,5,5,2,9,"Flyers"
"4652",21,6,11,11,4,4,7,1,11,"Flyers"
"4751",22,6,11,10,9,2,2,2,11,"Flyers"
"5152",23,6,11,11,8,5,6,1,11,"Flyers"
"5252",24,6,11,10,8,6,7,1,10,"Flyers"
"5352",25,6,10,10,9,8,8,1,9,"Flyers"
"5451",26,6,11,10,6,3,3,2,10,"Flyers"
"5651",27,6,9,9,3,3,3,1,10,"Flyers"
"5751",28,6,11,10,5,3,5,1,10,"Flyers"
"6052",29,6,11,10,5,3,3,2,9,"Flyers"
"6252",30,6,11,9,10,5,5,1,8,"Flyers"
"6352",31,6,11,10,8,8,8,1,8,"Flyers"
"6451",32,6,11,9,8,7,7,1,9,"Flyers"
"6652",33,6,11,10,1,1,1,2,10,"Flyers"
"6752",34,6,11,10,11,6,6,1,11,"Flyers"
"6952",35,6,11,10,5,3,3,1,10,"Flyers"
"705",36,6,11,11,11,1,2,1,11,"Flyers"
"7252",37,6,11,10,10,4,4,1,10,"Flyers"
"7351",38,6,11,8,9,7,7,1,8,"Flyers"
"4113",1,7,11,11,4,3,2,2,3,"Flyers"
"10617",2,7,2,2,10,4,9,1,9,"Flyers"
"11617",3,7,4,4,11,6,6,1,6,"Flyers"
"1262",4,7,4,9,9,8,7,1,6,"Flyers"
"13617",5,7,6,8,9,8,8,1,8,"Flyers"
"14616",6,7,3,3,9,6,6,1,9,"Flyers"
"1561",7,7,8,7,9,8,8,1,8,"Flyers"
"1662",8,7,11,11,11,6,6,1,6,"Flyers"
"1761",9,7,2,2,11,9,9,1,9,"Flyers"
"2062",10,7,11,11,11,9,9,1,6,"Flyers"
"2262",11,7,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2362",12,7,3,8,8,1,4,1,4,"Flyers"
"2462",13,7,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2662",14,7,7,11,10,7,9,1,5,"Flyers"
"3661",15,7,8,8,9,8,3,1,3,"Flyers"
"3861",16,7,3,3,11,1,6,2,9,"Flyers"
"3961",17,7,6,6,11,11,11,1,6,"Flyers"
"4261",18,7,1,2,2,2,1,1,2,"Flyers"
"4462",19,7,3,3,8,4,9,1,8,"Flyers"
"4562",20,7,8,7,10,8,9,1,9,"Flyers"
"4662",21,7,6,8,10,9,9,1,8,"Flyers"
"4761",22,7,11,9,10,4,4,2,4,"Flyers"
"5162",23,7,6,9,11,6,6,1,6,"Flyers"
"5262",24,7,9,8,9,7,9,1,6,"Flyers"
"5362",25,7,6,10,10,8,8,1,7,"Flyers"
"5461",26,7,11,9,10,9,9,1,9,"Flyers"
"5661",27,7,3,6,10,5,9,1,9,"Flyers"
"5761",28,7,8,8,10,8,8,1,6,"Flyers"
"6062",29,7,7,7,8,6,6,1,6,"Flyers"
"6262",30,7,10,10,10,9,9,1,9,"Flyers"
"6361",31,7,11,11,11,11,11,1,11,"Flyers"
"6461",32,7,10,9,9,9,9,1,8,"Flyers"
"6662",33,7,11,10,10,1,1,2,1,"Flyers"
"6762",34,7,6,10,11,9,9,1,10,"Flyers"
"6962",35,7,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"706",36,7,6,5,11,5,3,2,5,"Flyers"
"7261",37,7,10,10,10,6,6,1,6,"Flyers"
"7361",38,7,8,9,10,8,9,1,9,"Flyers"
"4122",1,8,3,11,1,1,1,2,11,"Flyers"
"10717",2,8,9,5,7,6,6,1,7,"Flyers"
"11717",3,8,1,11,11,1,1,1,11,"Flyers"
"12717",4,8,7,7,5,5,5,2,6,"Flyers"
"13717",5,8,4,8,6,7,6,1,7,"Flyers"
"1471",6,8,3,11,3,3,6,2,11,"Flyers"
"1571",7,8,4,8,3,4,8,2,9,"Flyers"
"1672",8,8,2,11,2,8,11,1,11,"Flyers"
"1771",9,8,1,11,1,1,9,2,11,"Flyers"
"2072",10,8,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2272",11,8,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2371",12,8,6,6,6,6,8,1,6,"Flyers"
"2472",13,8,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2672",14,8,1,11,1,7,11,2,11,"Flyers"
"3671",15,8,3,9,3,3,8,2,9,"Flyers"
"3871",16,8,2,10,2,1,2,2,10,"Flyers"
"3971",17,8,2,11,6,9,11,1,11,"Flyers"
"4271",18,8,7,8,4,8,9,1,11,"Flyers"
"4472",19,8,3,9,2,3,9,1,10,"Flyers"
"4572",20,8,7,9,8,8,9,1,9,"Flyers"
"4672",21,8,1,11,2,1,1,1,11,"Flyers"
"4771",22,8,3,11,3,3,3,2,11,"Flyers"
"5172",23,8,5,11,1,1,1,2,11,"Flyers"
"5272",24,8,1,10,1,1,6,2,10,"Flyers"
"5372",25,8,4,9,4,4,9,2,10,"Flyers"
"5471",26,8,3,9,3,3,3,2,9,"Flyers"
"5671",27,8,3,10,2,3,3,2,10,"Flyers"
"5771",28,8,2,10,2,2,2,1,10,"Flyers"
"6072",29,8,6,6,4,4,4,2,7,"Flyers"
"6272",30,8,4,9,4,5,5,2,9,"Flyers"
"637",31,8,3,9,4,6,6,1,6,"Flyers"
"6471",32,8,7,10,3,2,10,2,10,"Flyers"
"6672",33,8,7,10,1,1,1,2,10,"Flyers"
"6772",34,8,5,9,4,9,9,1,9,"Flyers"
"6972",35,8,3,9,3,5,8,1,9,"Flyers"
"707",36,8,11,9,3,3,4,1,4,"Flyers"
"7271",37,8,8,10,3,6,6,1,8,"Flyers"
"7371",38,8,5,7,5,7,9,2,9,"Flyers"
"4132",1,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"10817",2,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"11817",3,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"12816",4,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"13817",5,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"14816",6,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"1581",7,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"1682",8,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"1781",9,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2082",10,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2282",11,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2381",12,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2482",13,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2682",14,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"3681",15,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"3881",16,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"3981",17,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4281",18,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4482",19,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4582",20,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4682",21,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4781",22,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"5182",23,9,11,11,11,5,5,1,8,"Flyers"
"5282",24,9,11,9,8,6,9,1,8,"Flyers"
"5382",25,9,11,10,8,7,6,1,9,"Flyers"
"5481",26,9,11,10,6,4,4,1,6,"Flyers"
"5681",27,9,11,11,9,9,9,1,10,"Flyers"
"5781",28,9,11,9,9,8,5,1,8,"Flyers"
"6082",29,9,11,5,7,6,4,1,6,"Flyers"
"6282",30,9,11,9,10,6,6,1,9,"Flyers"
"638",31,9,11,10,10,9,10,1,10,"Flyers"
"6481",32,9,11,10,9,9,8,1,10,"Flyers"
"6682",33,9,11,8,8,3,3,2,8,"Flyers"
"6782",34,9,11,10,10,9,9,1,10,"Flyers"
"6982",35,9,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"708",36,9,11,11,11,7,5,1,11,"Flyers"
"7281",37,9,11,11,11,6,6,1,7,"Flyers"
"7381",38,9,10,9,8,5,5,2,8,"Flyers"
"4142",1,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"10917",2,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"11917",3,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"12916",4,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"13917",5,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"14916",6,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"1591",7,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"1692",8,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"1791",9,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2092",10,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2292",11,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2391",12,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2492",13,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"2692",14,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"3691",15,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"3891",16,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"3991",17,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4291",18,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4492",19,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4592",20,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4692",21,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"4791",22,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"5192",23,10,11,6,11,11,11,1,11,"Flyers"
"5292",24,10,11,10,10,10,10,1,10,"Flyers"
"5392",25,10,10,10,6,9,9,1,8,"Flyers"
"5491",26,10,11,10,10,11,11,1,10,"Flyers"
"5691",27,10,11,11,10,10,10,1,10,"Flyers"
"5791",28,10,11,9,10,11,9,1,9,"Flyers"
"6092",29,10,11,11,3,6,4,1,7,"Flyers"
"6292",30,10,11,9,10,10,10,1,9,"Flyers"
"639",31,10,11,10,8,9,9,1,9,"Flyers"
"6491",32,10,11,10,10,9,8,1,9,"Flyers"
"6692",33,10,11,11,9,8,8,1,6,"Flyers"
"6792",34,10,11,11,10,10,10,1,9,"Flyers"
"6992",35,10,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"709",36,10,11,11,8,11,11,1,11,"Flyers"
"7291",37,10,11,10,11,11,10,1,8,"Flyers"
"7391",38,10,10,9,8,8,8,1,9,"Flyers"
"4152",1,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"10103",2,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"11103",3,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"12101",4,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"13103",5,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"14101",6,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"15101",7,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"16102",8,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"17101",9,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"20102",10,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"22102",11,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"23101",12,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"24102",13,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"26102",14,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"36101",15,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"38101",16,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"39101",17,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"42101",18,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"44102",19,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"45102",20,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"46102",21,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"47101",22,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"51101",23,11,7,4,5,5,7,1,5,"Flyers"
"52102",24,11,9,10,9,6,6,1,9,"Flyers"
"53102",25,11,8,7,7,7,7,1,6,"Flyers"
"54101",26,11,11,6,6,6,6,1,6,"Flyers"
"56101",27,11,9,9,9,9,9,1,9,"Flyers"
"57101",28,11,11,6,6,6,6,1,6,"Flyers"
"60102",29,11,6,6,3,6,5,1,5,"Flyers"
"62102",30,11,11,8,7,10,8,1,6,"Flyers"
"6310",31,11,9,10,8,9,8,1,8,"Flyers"
"64101",32,11,9,8,8,7,8,1,7,"Flyers"
"66102",33,11,8,8,8,11,9,1,8,"Flyers"
"67102",34,11,9,9,9,8,8,1,9,"Flyers"
"69102",35,11,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"7010",36,11,11,9,7,8,10,1,7,"Flyers"
"72101",37,11,8,6,6,6,6,1,6,"Flyers"
"73101",38,11,9,8,7,7,8,1,7,"Flyers"
"4162",1,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"101111",2,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"11113",3,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"12112",4,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"131111",5,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"141110",6,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"15119",7,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"16112",8,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"17111",9,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"20112",10,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"22112",11,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"23111",12,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"24112",13,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"26112",14,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"36111",15,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"38111",16,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"39111",17,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"42111",18,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"44112",19,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"45112",20,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"46112",21,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"47111",22,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"51112",23,12,11,11,1,9,3,1,6,"Flyers"
"52112",24,12,11,10,6,8,6,1,6,"Flyers"
"53112",25,12,10,10,7,7,5,1,10,"Flyers"
"54111",26,12,11,6,6,6,6,1,6,"Flyers"
"56111",27,12,11,11,10,10,10,1,10,"Flyers"
"57111",28,12,11,10,4,3,3,1,8,"Flyers"
"60112",29,12,11,11,7,5,5,2,10,"Flyers"
"62112",30,12,11,10,4,9,3,2,9,"Flyers"
"6311",31,12,10,10,11,11,11,1,11,"Flyers"
"64111",32,12,11,10,9,8,8,1,9,"Flyers"
"66112",33,12,11,11,6,1,1,2,10,"Flyers"
"67112",34,12,11,11,6,7,7,1,8,"Flyers"
"69112",35,12,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"7011",36,12,11,11,10,6,4,2,11,"Flyers"
"72111",37,12,11,6,6,9,9,1,6,"Flyers"
"73111",38,12,11,10,8,8,8,1,9,"Flyers"
"4172",1,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"10123",2,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"11122",3,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"12121",4,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"13123",5,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"14121",6,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"15121",7,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"16122",8,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"17121",9,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"20122",10,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"22122",11,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"23121",12,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"24122",13,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
"26122",14,13,NA,NA,NA,NA,NA,NA,NA,"Flyers"
